7.888198757763975610e-01,9.503105590062111974e-01,8.060453400503778676e-01,9.672544080604533745e-01
7.701863354037267184e-01,9.316770186335403547e-01,7.909319899244332541e-01,9.319899244332493504e-01
7.515527950310558758e-01,8.944099378881987805e-01,7.833753148614609474e-01,9.017632241813602345e-01
7.391304347826086474e-01,8.633540372670807095e-01,7.732997481108312421e-01,8.690176322418136090e-01
7.267080745341614190e-01,8.633540372670807095e-01,7.581863979848866286e-01,8.589420654911839037e-01
7.080745341614906874e-01,8.509316770186334811e-01,7.430730478589420152e-01,8.438287153652392902e-01
6.956521739130434590e-01,8.447204968944099779e-01,7.355163727959697084e-01,8.211586901763223700e-01
6.708074534161490021e-01,8.322981366459627495e-01,7.279596977329974017e-01,8.035264483627204690e-01
6.645962732919254989e-01,8.074534161490682926e-01,7.204030226700252060e-01,7.909319899244332541e-01
6.459627329192546563e-01,7.888198757763975610e-01,7.128463476070528992e-01,7.858942065491183460e-01
6.335403726708074279e-01,7.763975155279503326e-01,7.078085642317379911e-01,7.808564231738035488e-01
6.211180124223603105e-01,7.763975155279503326e-01,7.002518891687656843e-01,7.732997481108312421e-01
6.086956521739130821e-01,7.701863354037267184e-01,6.826196473551637833e-01,7.657430730478589354e-01
6.024844720496894679e-01,7.639751552795031042e-01,6.775818639798488752e-01,7.607052896725441382e-01
5.838509316770186253e-01,7.639751552795031042e-01,6.725440806045339670e-01,7.556675062972292301e-01
5.838509316770186253e-01,7.639751552795031042e-01,6.624685138539042617e-01,7.506297229219143219e-01
5.714285714285713969e-01,7.639751552795031042e-01,6.523929471032745564e-01,7.506297229219143219e-01
5.652173913043478937e-01,7.577639751552794900e-01,6.423173803526448511e-01,7.481108312342569233e-01
5.403726708074534368e-01,7.515527950310558758e-01,6.397984886649874525e-01,7.455919395465995247e-01
5.341614906832298226e-01,7.453416149068323726e-01,6.272040302267002376e-01,7.455919395465995247e-01
5.155279503105589800e-01,7.453416149068323726e-01,6.221662468513853295e-01,7.455919395465995247e-01
5.031055900621117516e-01,7.453416149068323726e-01,6.171284634760705323e-01,7.430730478589420152e-01
4.968944099378882484e-01,7.453416149068323726e-01,6.146095717884130227e-01,7.405541561712846166e-01
4.968944099378882484e-01,7.453416149068323726e-01,6.095717884130982256e-01,7.304785894206549113e-01
4.968944099378882484e-01,7.453416149068323726e-01,6.045340050377834284e-01,7.279596977329974017e-01
4.906832298136646342e-01,7.453416149068323726e-01,6.020151133501259189e-01,7.229219143576826045e-01
4.906832298136646342e-01,7.453416149068323726e-01,5.969773299748111217e-01,7.229219143576826045e-01
4.844720496894410200e-01,7.453416149068323726e-01,5.944584382871536121e-01,7.204030226700252060e-01
4.844720496894410200e-01,7.453416149068323726e-01,5.869017632241813054e-01,7.204030226700252060e-01
4.844720496894410200e-01,7.453416149068323726e-01,5.793450881612089987e-01,7.204030226700252060e-01
4.844720496894410200e-01,7.453416149068323726e-01,5.717884130982368029e-01,7.204030226700252060e-01
4.844720496894410200e-01,7.453416149068323726e-01,5.667506297229218948e-01,7.178841309823678074e-01
4.844720496894410200e-01,7.391304347826086474e-01,5.642317380352644962e-01,7.153652392947102978e-01
4.782608695652174058e-01,7.391304347826086474e-01,5.617128463476070976e-01,7.128463476070528992e-01
4.720496894409937916e-01,7.391304347826086474e-01,5.566750629722921895e-01,7.128463476070528992e-01
4.534161490683229490e-01,7.391304347826086474e-01,5.541561712846347909e-01,7.103274559193955007e-01
4.534161490683229490e-01,7.391304347826086474e-01,5.516372795969772813e-01,7.078085642317379911e-01
4.472049689440993347e-01,7.391304347826086474e-01,5.516372795969772813e-01,7.078085642317379911e-01
4.472049689440993347e-01,7.391304347826086474e-01,5.465994962216624842e-01,7.078085642317379911e-01
4.472049689440993347e-01,7.391304347826086474e-01,5.440806045340049746e-01,7.078085642317379911e-01
4.472049689440993347e-01,7.391304347826086474e-01,5.440806045340049746e-01,7.078085642317379911e-01
4.472049689440993347e-01,7.391304347826086474e-01,5.440806045340049746e-01,7.078085642317379911e-01
4.409937888198758316e-01,7.391304347826086474e-01,5.390428211586901774e-01,7.078085642317379911e-01
4.409937888198758316e-01,7.391304347826086474e-01,5.314861460957178707e-01,7.078085642317379911e-01
4.409937888198758316e-01,7.391304347826086474e-01,5.314861460957178707e-01,7.078085642317379911e-01
4.409937888198758316e-01,7.391304347826086474e-01,5.264483627204030736e-01,7.052896725440805925e-01
4.409937888198758316e-01,7.329192546583851442e-01,5.239294710327455640e-01,7.052896725440805925e-01
4.409937888198758316e-01,7.329192546583851442e-01,5.239294710327455640e-01,7.027707808564231939e-01
4.409937888198758316e-01,7.329192546583851442e-01,5.239294710327455640e-01,7.027707808564231939e-01
4.409937888198758316e-01,7.329192546583851442e-01,5.188916876574307668e-01,7.027707808564231939e-01
4.409937888198758316e-01,7.329192546583851442e-01,5.188916876574307668e-01,7.027707808564231939e-01
4.409937888198758316e-01,7.329192546583851442e-01,5.138539042821158587e-01,7.027707808564231939e-01
4.409937888198758316e-01,7.329192546583851442e-01,5.138539042821158587e-01,7.027707808564231939e-01
4.409937888198758316e-01,7.329192546583851442e-01,5.062972292191435519e-01,7.027707808564231939e-01
4.347826086956522174e-01,7.329192546583851442e-01,5.062972292191435519e-01,6.952141057934508872e-01
4.285714285714286031e-01,7.329192546583851442e-01,4.987405541561712452e-01,6.952141057934508872e-01
4.285714285714286031e-01,7.329192546583851442e-01,4.937027707808564481e-01,6.952141057934508872e-01
4.285714285714286031e-01,7.329192546583851442e-01,4.886649874055415399e-01,6.952141057934508872e-01
4.285714285714286031e-01,7.329192546583851442e-01,4.886649874055415399e-01,6.952141057934508872e-01
4.285714285714286031e-01,7.329192546583851442e-01,4.886649874055415399e-01,6.952141057934508872e-01
4.285714285714286031e-01,7.267080745341614190e-01,4.836272040302267428e-01,6.926952141057933776e-01
4.285714285714286031e-01,7.267080745341614190e-01,4.785894206549118346e-01,6.926952141057933776e-01
4.285714285714286031e-01,7.267080745341614190e-01,4.785894206549118346e-01,6.926952141057933776e-01
4.223602484472049889e-01,7.267080745341614190e-01,4.760705289672544360e-01,6.926952141057933776e-01
4.099378881987577605e-01,7.267080745341614190e-01,4.735516372795969264e-01,6.926952141057933776e-01
4.099378881987577605e-01,7.267080745341614190e-01,4.735516372795969264e-01,6.926952141057933776e-01
4.099378881987577605e-01,7.267080745341614190e-01,4.710327455919395279e-01,6.926952141057933776e-01
4.099378881987577605e-01,7.267080745341614190e-01,4.634760705289672211e-01,6.926952141057933776e-01
4.099378881987577605e-01,7.267080745341614190e-01,4.609571788413098226e-01,6.926952141057933776e-01
4.099378881987577605e-01,7.267080745341614190e-01,4.609571788413098226e-01,6.901763224181360901e-01
4.099378881987577605e-01,7.267080745341614190e-01,4.609571788413098226e-01,6.901763224181360901e-01
4.099378881987577605e-01,7.204968944099379158e-01,4.559193954659949144e-01,6.901763224181360901e-01
4.099378881987577605e-01,7.204968944099379158e-01,4.534005037783375158e-01,6.901763224181360901e-01
4.037267080745341463e-01,7.204968944099379158e-01,4.508816120906801173e-01,6.876574307304785805e-01
4.037267080745341463e-01,7.204968944099379158e-01,4.508816120906801173e-01,6.876574307304785805e-01
4.037267080745341463e-01,7.142857142857143016e-01,4.458438287153652091e-01,6.876574307304785805e-01
4.037267080745341463e-01,7.142857142857143016e-01,4.433249370277078105e-01,6.876574307304785805e-01
3.913043478260869179e-01,7.142857142857143016e-01,4.408060453400504120e-01,6.876574307304785805e-01
3.913043478260869179e-01,7.142857142857143016e-01,4.382871536523929024e-01,6.876574307304785805e-01
3.850931677018633037e-01,7.142857142857143016e-01,4.357682619647355038e-01,6.876574307304785805e-01
3.850931677018633037e-01,7.142857142857143016e-01,4.332493702770781052e-01,6.876574307304785805e-01
3.850931677018633037e-01,7.142857142857143016e-01,4.332493702770781052e-01,6.876574307304785805e-01
3.850931677018633037e-01,7.142857142857143016e-01,4.332493702770781052e-01,6.876574307304785805e-01
3.850931677018633037e-01,7.142857142857143016e-01,4.282115869017631971e-01,6.876574307304785805e-01
3.788819875776398005e-01,7.142857142857143016e-01,4.256926952141057985e-01,6.876574307304785805e-01
3.788819875776398005e-01,7.142857142857143016e-01,4.206549118387908903e-01,6.876574307304785805e-01
3.788819875776398005e-01,7.142857142857143016e-01,4.181360201511334918e-01,6.851385390428211819e-01
