9.999999999999937828e-01,1.000000000000000000e+00,0.000000000000000000e+00,9.999999999999974465e-01,1.000000000000000000e+00,0.000000000000000000e+00
9.999999999999937828e-01,1.000000000000000000e+00,0.000000000000000000e+00,9.999999999999974465e-01,1.000000000000000000e+00,0.000000000000000000e+00
9.999999999999937828e-01,1.000000000000000000e+00,0.000000000000000000e+00,9.999999999999974465e-01,1.000000000000000000e+00,0.000000000000000000e+00
9.999999999999937828e-01,1.000000000000000000e+00,0.000000000000000000e+00,9.999999999999974465e-01,1.000000000000000000e+00,0.000000000000000000e+00
7.146929365794592037e-01,9.484800696372985840e-01,1.000000000000000000e+00,6.648336042040317029e-01,9.202325940132141113e-01,1.000000000000000000e+00
8.122168345664025901e-01,9.702697992324829102e-01,9.254658385093167405e-01,7.843174294231740618e-01,9.437864422798156738e-01,8.841309823677582225e-01
9.992370697146216729e-01,9.998468160629272461e-01,2.484472049689440826e-02,9.983073776333569738e-01,9.994989633560180664e-01,3.526448362720403101e-02
9.999999999999937828e-01,1.000000000000000000e+00,5.155279503105589800e-01,9.999999999999974465e-01,1.000000000000000000e+00,5.289672544080604721e-01
9.999999999999937828e-01,1.000000000000000000e+00,0.000000000000000000e+00,9.999999999999974465e-01,1.000000000000000000e+00,0.000000000000000000e+00
9.754927870232049658e-01,9.581084847450256348e-01,7.329192546583851442e-01,9.573450120426250098e-01,9.379232525825500488e-01,7.632241813602015368e-01
8.481428941400773747e-01,9.687792062759399414e-01,9.565217391304348116e-01,8.079356823285293032e-01,9.602413773536682129e-01,9.471032745591939639e-01
